guard_error_rate,confidence_mode,confidence_threshold,method,rows,mean_cost,mean_failures,mean_representation_size,mean_gcs_cost,mean_replan_cost,delta_vs_replan
0.02,calibrated,0.85,replan_on_failure,10,111.275,7.2375,64.0,67.614,111.275,0.0
0.02,overconfident,0.55,gcs_eager,10,67.58,0.325,273.0,67.58,107.825,-40.245
0.02,overconfident,0.55,gcs_lazy,10,67.355,0.3125,300.3,67.58,107.825,-40.47
0.02,overconfident,0.55,gcs_robust,10,67.84,0.0,327.6,67.58,107.825,-39.985
0.02,overconfident,0.55,gcs_thresholded,10,66.955,0.2625,300.3,67.58,107.825,-40.87
0.02,overconfident,0.55,replan_on_failure,10,107.825,6.625,64.0,67.58,107.825,0.0
0.02,overconfident,0.7,gcs_eager,10,66.981,0.2625,272.7,66.981,108.525,-41.544
0.02,overconfident,0.7,gcs_lazy,10,67.556,0.35,299.97,66.981,108.525,-40.969
0.02,overconfident,0.7,gcs_robust,10,68.043,0.0375,327.24,66.981,108.525,-40.482
0.02,overconfident,0.7,gcs_thresholded,10,67.356,0.3,299.97,66.981,108.525,-41.169
0.02,overconfident,0.7,replan_on_failure,10,108.525,6.75,64.0,66.981,108.525,0.0
0.02,overconfident,0.85,gcs_eager,10,67.122,0.2625,272.9,67.122,111.775,-44.653
0.02,overconfident,0.85,gcs_lazy,10,67.847,0.4,300.19,67.122,111.775,-43.928
0.02,overconfident,0.85,gcs_robust,10,67.816,0.0,327.48,67.122,111.775,-43.959
0.02,overconfident,0.85,gcs_thresholded,10,67.822,0.3875,300.19,67.122,111.775,-43.953
0.02,overconfident,0.85,replan_on_failure,10,111.775,7.125,64.0,67.122,111.775,0.0
0.02,underconfident,0.55,gcs_eager,10,67.114,0.2875,272.8,67.114,108.675,-41.561
0.02,underconfident,0.55,gcs_lazy,10,67.039,0.275,300.08,67.114,108.675,-41.636
0.02,underconfident,0.55,gcs_robust,10,67.867,0.0125,327.36,67.114,108.675,-40.808
0.02,underconfident,0.55,gcs_thresholded,10,87.776,3.4875,300.08,67.114,108.675,-20.899
0.02,underconfident,0.55,replan_on_failure,10,108.675,6.7125,64.0,67.114,108.675,0.0
0.02,underconfident,0.7,gcs_eager,10,66.681,0.2,272.7,66.681,109.25,-42.569
0.02,underconfident,0.7,gcs_lazy,10,67.381,0.3,299.97,66.681,109.25,-41.869
0.02,underconfident,0.7,gcs_robust,10,67.768,0.0,327.24,66.681,109.25,-41.482
0.02,underconfident,0.7,gcs_thresholded,10,101.95,5.475,299.97,66.681,109.25,-7.3
0.02,underconfident,0.7,replan_on_failure,10,109.25,6.475,64.0,66.681,109.25,0.0
0.02,underconfident,0.85,gcs_eager,10,66.997,0.2625,272.9,66.997,113.75,-46.753
0.02,underconfident,0.85,gcs_lazy,10,67.572,0.35,300.19,66.997,113.75,-46.178
0.02,underconfident,0.85,gcs_robust,10,67.991,0.025,327.48,66.997,113.75,-45.759
0.02,underconfident,0.85,gcs_thresholded,10,99.9,5.35,300.19,66.997,113.75,-13.85
0.02,underconfident,0.85,replan_on_failure,10,113.75,7.325,64.0,66.997,113.75,0.0
0.05,adversarial,0.55,gcs_eager,10,70.405,0.75,273.0,70.405,116.45,-46.045
0.05,adversarial,0.55,gcs_lazy,10,70.13,0.725,300.3,70.405,116.45,-46.32
0.05,adversarial,0.55,gcs_robust,10,68.84,0.15,327.6,70.405,116.45,-47.61
0.05,adversarial,0.55,gcs_thresholded,10,70.855,0.8375,300.3,70.405,116.45,-45.595
0.05,adversarial,0.55,replan_on_failure,10,116.45,7.85,64.0,70.405,116.45,0.0
0.05,adversarial,0.7,gcs_eager,10,71.106,0.9,272.7,71.106,109.475,-38.369
0.05,adversarial,0.7,gcs_lazy,10,70.931,0.8625,299.97,71.106,109.475,-38.544
0.05,adversarial,0.7,gcs_robust,10,68.243,0.075,327.24,71.106,109.475,-41.232
0.05,adversarial,0.7,gcs_thresholded,10,66.476,0.3125,299.97,71.106,109.475,-42.999
0.05,adversarial,0.7,replan_on_failure,10,109.475,6.95,64.0,71.106,109.475,0.0
0.05,adversarial,0.85,gcs_eager,10,71.53,0.925,273.0,71.53,109.1,-37.57
0.05,adversarial,0.85,gcs_lazy,10,70.68,0.8,300.3,71.53,109.1,-38.42
0.05,adversarial,0.85,gcs_robust,10,69.19,0.2,327.6,71.53,109.1,-39.91
0.05,adversarial,0.85,gcs_thresholded,10,67.579,0.45,300.3,71.53,109.1,-41.521
0.05,adversarial,0.85,replan_on_failure,10,109.1,6.75,64.0,71.53,109.1,0.0
0.05,calibrated,0.55,gcs_eager,10,70.38,0.75,273.0,70.38,113.825,-43.445
0.05,calibrated,0.55,gcs_lazy,10,71.03,0.85,300.3,70.38,113.825,-42.795
0.05,calibrated,0.55,gcs_robust,10,68.515,0.1,327.6,70.38,113.825,-45.31
0.05,calibrated,0.55,gcs_thresholded,10,79.895,2.175,300.3,70.38,113.825,-33.93
0.05,calibrated,0.55,replan_on_failure,10,113.825,7.35,64.0,70.38,113.825,0.0
0.05,calibrated,0.7,gcs_eager,10,70.914,0.8375,272.8,70.914,111.85,-40.936
0.05,calibrated,0.7,gcs_lazy,10,70.489,0.7875,300.08,70.914,111.85,-41.361
0.05,calibrated,0.7,gcs_robust,10,68.317,0.0875,327.36,70.914,111.85,-43.533
0.05,calibrated,0.7,gcs_thresholded,10,95.524,4.65,300.08,70.914,111.85,-16.326
0.05,calibrated,0.7,replan_on_failure,10,111.85,7.175,64.0,70.914,111.85,0.0
0.05,calibrated,0.85,gcs_eager,10,70.981,0.8375,272.7,70.981,111.675,-40.694
0.05,calibrated,0.85,gcs_lazy,10,71.531,0.9125,299.97,70.981,111.675,-40.144
0.05,calibrated,0.85,gcs_robust,10,68.343,0.0875,327.24,70.981,111.675,-43.332
0.05,calibrated,0.85,gcs_thresholded,10,100.5,5.3625,299.97,70.981,111.675,-11.175
0.05,calibrated,0.85,replan_on_failure,10,111.675,6.9875,64.0,70.981,111.675,0.0
0.05,overconfident,0.55,gcs_eager,10,69.898,0.7125,272.6,69.898,107.575,-37.677
0.05,overconfident,0.55,gcs_lazy,10,70.748,0.825,299.86,69.898,107.575,-36.827
0.05,overconfident,0.55,gcs_robust,10,68.494,0.1125,327.12,69.898,107.575,-39.081
0.05,overconfident,0.55,gcs_thresholded,10,70.173,0.7375,299.86,69.898,107.575,-37.402
0.05,overconfident,0.55,replan_on_failure,10,107.575,6.5625,64.0,69.898,107.575,0.0
0.05,overconfident,0.7,gcs_eager,10,70.289,0.75,272.8,70.289,108.125,-37.836
0.05,overconfident,0.7,gcs_lazy,10,71.089,0.875,300.08,70.289,108.125,-37.036
0.05,overconfident,0.7,gcs_robust,10,68.817,0.15,327.36,70.289,108.125,-39.308
0.05,overconfident,0.7,gcs_thresholded,10,70.289,0.75,300.08,70.289,108.125,-37.836
0.05,overconfident,0.7,replan_on_failure,10,108.125,6.575,64.0,70.289,108.125,0.0
0.05,overconfident,0.85,gcs_eager,10,71.38,0.9,273.0,71.38,112.4,-41.02
0.05,overconfident,0.85,gcs_lazy,10,71.005,0.85,300.3,71.38,112.4,-41.395
0.05,overconfident,0.85,gcs_robust,10,68.09,0.0375,327.6,71.38,112.4,-44.31
0.05,overconfident,0.85,gcs_thresholded,10,70.83,0.8375,300.3,71.38,112.4,-41.57
0.05,overconfident,0.85,replan_on_failure,10,112.4,7.15,64.0,71.38,112.4,0.0
0.05,underconfident,0.55,gcs_eager,10,69.855,0.6875,273.0,69.855,111.375,-41.52
0.05,underconfident,0.55,gcs_lazy,10,69.83,0.6875,300.3,69.855,111.375,-41.545
0.05,underconfident,0.55,gcs_robust,10,68.515,0.1125,327.6,69.855,111.375,-42.86
0.05,underconfident,0.55,gcs_thresholded,10,92.163,4.275,300.3,69.855,111.375,-19.212
0.05,underconfident,0.55,replan_on_failure,10,111.375,7.1375,64.0,69.855,111.375,0.0
0.05,underconfident,0.7,gcs_eager,10,69.58,0.6375,273.0,69.58,109.3,-39.72
0.05,underconfident,0.7,gcs_lazy,10,69.83,0.6875,300.3,69.58,109.3,-39.47
0.05,underconfident,0.7,gcs_robust,10,68.765,0.1375,327.6,69.58,109.3,-40.535
0.05,underconfident,0.7,gcs_thresholded,10,99.95,5.425,300.3,69.58,109.3,-9.35
0.05,underconfident,0.7,replan_on_failure,10,109.3,6.775,64.0,69.58,109.3,0.0
0.05,underconfident,0.85,gcs_eager,10,70.572,0.8,272.9,70.572,109.95,-39.378
0.05,underconfident,0.85,gcs_lazy,10,69.722,0.6625,300.19,70.572,109.95,-40.228
0.05,underconfident,0.85,gcs_robust,10,68.741,0.1375,327.48,70.572,109.95,-41.209
0.05,underconfident,0.85,gcs_thresholded,10,100.15,5.4125,300.19,70.572,109.95,-9.8
0.05,underconfident,0.85,replan_on_failure,10,109.95,6.825,64.0,70.572,109.95,0.0
0.1,adversarial,0.55,gcs_eager,10,75.214,1.4875,272.8,75.214,110.125,-34.911
0.1,adversarial,0.55,gcs_lazy,10,75.414,1.525,300.08,75.214,110.125,-34.711
0.1,adversarial,0.55,gcs_robust,10,70.042,0.3375,327.36,75.214,110.125,-40.083
0.1,adversarial,0.55,gcs_thresholded,10,74.714,1.4375,300.08,75.214,110.125,-35.411
0.1,adversarial,0.55,replan_on_failure,10,110.125,6.9125,64.0,75.214,110.125,0.0
0.1,adversarial,0.7,gcs_eager,10,74.256,1.375,272.7,74.256,108.3,-34.044
0.1,adversarial,0.7,gcs_lazy,10,76.056,1.6375,299.97,74.256,108.3,-32.244
0.1,adversarial,0.7,gcs_robust,10,70.793,0.45,327.24,74.256,108.3,-37.507
0.1,adversarial,0.7,gcs_thresholded,10,69.137,0.7,299.97,74.256,108.3,-39.163
0.1,adversarial,0.7,replan_on_failure,10,108.3,6.6375,64.0,74.256,108.3,0.0
0.1,adversarial,0.85,gcs_eager,10,74.465,1.3625,272.5,74.465,110.125,-35.66
0.1,adversarial,0.85,gcs_lazy,10,75.54,1.5375,299.75,74.465,110.125,-34.585
0.1,adversarial,0.85,gcs_robust,10,70.345,0.3875,327.0,74.465,110.125,-39.78
0.1,adversarial,0.85,gcs_thresholded,10,69.346,0.725,299.75,74.465,110.125,-40.779
0.1,adversarial,0.85,replan_on_failure,10,110.125,6.8875,64.0,74.465,110.125,0.0
0.1,calibrated,0.55,gcs_eager,10,76.489,1.6375,272.8,76.489,108.05,-31.561
0.1,calibrated,0.55,gcs_lazy,10,75.064,1.45,300.08,76.489,108.05,-32.986
0.1,calibrated,0.55,gcs_robust,10,70.467,0.4,327.36,76.489,108.05,-37.583
0.1,calibrated,0.55,gcs_thresholded,10,85.12,2.9625,300.08,76.489,108.05,-22.93
0.1,calibrated,0.55,replan_on_failure,10,108.05,6.575,64.0,76.489,108.05,0.0
0.1,calibrated,0.7,gcs_eager,10,76.164,1.6375,272.8,76.164,107.675,-31.511
0.1,calibrated,0.7,gcs_lazy,10,75.264,1.5,300.08,76.164,107.675,-32.411
0.1,calibrated,0.7,gcs_robust,10,70.467,0.3875,327.36,76.164,107.675,-37.208
0.1,calibrated,0.7,gcs_thresholded,10,97.815,5.0375,300.08,76.164,107.675,-9.86
0.1,calibrated,0.7,replan_on_failure,10,107.675,6.625,64.0,76.164,107.675,0.0
0.1,calibrated,0.85,gcs_eager,10,75.955,1.625,273.0,75.955,112.275,-36.32
0.1,calibrated,0.85,gcs_lazy,10,75.455,1.5375,300.3,75.955,112.275,-36.82
0.1,calibrated,0.85,gcs_robust,10,70.465,0.4,327.6,75.955,112.275,-41.81
0.1,calibrated,0.85,gcs_thresholded,10,101.7,5.725,300.3,75.955,112.275,-10.575
0.1,calibrated,0.85,replan_on_failure,10,112.275,7.3875,64.0,75.955,112.275,0.0
0.1,overconfident,0.55,gcs_eager,10,74.673,1.4,272.6,74.673,110.7,-36.027
0.1,overconfident,0.55,gcs_lazy,10,76.023,1.5625,299.86,74.673,110.7,-34.677
0.1,overconfident,0.55,gcs_robust,10,70.844,0.4625,327.12,74.673,110.7,-39.856
0.1,overconfident,0.55,gcs_thresholded,10,76.623,1.65,299.86,74.673,110.7,-34.077
0.1,overconfident,0.55,replan_on_failure,10,110.7,6.9,64.0,74.673,110.7,0.0
0.1,overconfident,0.7,gcs_eager,10,74.847,1.4375,272.9,74.847,109.275,-34.428
0.1,overconfident,0.7,gcs_lazy,10,75.272,1.4875,300.19,74.847,109.275,-34.003
0.1,overconfident,0.7,gcs_robust,10,70.591,0.4125,327.48,74.847,109.275,-38.684
0.1,overconfident,0.7,gcs_thresholded,10,75.497,1.5625,300.19,74.847,109.275,-33.778
0.1,overconfident,0.7,replan_on_failure,10,109.275,6.85,64.0,74.847,109.275,0.0
0.1,overconfident,0.85,gcs_eager,10,74.765,1.475,272.5,74.765,108.225,-33.46
0.1,overconfident,0.85,gcs_lazy,10,77.19,1.8625,299.75,74.765,108.225,-31.035
0.1,overconfident,0.85,gcs_robust,10,70.345,0.4125,327.0,74.765,108.225,-37.88
0.1,overconfident,0.85,gcs_thresholded,10,74.315,1.4,299.75,74.765,108.225,-33.91
0.1,overconfident,0.85,replan_on_failure,10,108.225,6.7875,64.0,74.765,108.225,0.0
0.1,underconfident,0.55,gcs_eager,10,75.989,1.575,272.8,75.989,111.525,-35.536
0.1,underconfident,0.55,gcs_lazy,10,76.239,1.625,300.08,75.989,111.525,-35.286
0.1,underconfident,0.55,gcs_robust,10,71.492,0.55,327.36,75.989,111.525,-40.033
0.1,underconfident,0.55,gcs_thresholded,10,95.655,4.6125,300.08,75.989,111.525,-15.87
0.1,underconfident,0.55,replan_on_failure,10,111.525,7.0875,64.0,75.989,111.525,0.0
0.1,underconfident,0.7,gcs_eager,10,76.114,1.625,272.8,76.114,111.15,-35.036
0.1,underconfident,0.7,gcs_lazy,10,76.289,1.6375,300.08,76.114,111.15,-34.861
0.1,underconfident,0.7,gcs_robust,10,71.092,0.4875,327.36,76.114,111.15,-40.058
0.1,underconfident,0.7,gcs_thresholded,10,100.05,5.3625,300.08,76.114,111.15,-11.1
0.1,underconfident,0.7,replan_on_failure,10,111.15,7.025,64.0,76.114,111.15,0.0
0.1,underconfident,0.85,gcs_eager,10,76.747,1.7625,272.9,76.747,111.8,-35.053
0.1,underconfident,0.85,gcs_lazy,10,75.597,1.5375,300.19,76.747,111.8,-36.203
0.1,underconfident,0.85,gcs_robust,10,71.766,0.6,327.48,76.747,111.8,-40.034
0.1,underconfident,0.85,gcs_thresholded,10,102.475,5.7625,300.19,76.747,111.8,-9.325
0.1,underconfident,0.85,replan_on_failure,10,111.8,7.1,64.0,76.747,111.8,0.0
0.2,adversarial,0.55,gcs_eager,10,87.289,3.3375,272.8,87.289,109.4,-22.111
0.2,adversarial,0.55,gcs_lazy,10,88.189,3.425,300.08,87.289,109.4,-21.211
0.2,adversarial,0.55,gcs_robust,10,79.017,1.6875,327.36,87.289,109.4,-30.383
0.2,adversarial,0.55,gcs_thresholded,10,88.189,3.45,300.08,87.289,109.4,-21.211
0.2,adversarial,0.55,replan_on_failure,10,109.4,6.825,64.0,87.289,109.4,0.0
0.2,adversarial,0.7,gcs_eager,10,86.597,3.2125,272.9,86.597,110.825,-24.228
0.2,adversarial,0.7,gcs_lazy,10,85.272,3.0375,300.19,86.597,110.825,-25.553
0.2,adversarial,0.7,gcs_robust,10,77.141,1.4375,327.48,86.597,110.825,-33.684
0.2,adversarial,0.7,gcs_thresholded,10,71.776,1.125,300.19,86.597,110.825,-39.049
0.2,adversarial,0.7,replan_on_failure,10,110.825,6.95,64.0,86.597,110.825,0.0
0.2,adversarial,0.85,gcs_eager,10,87.489,3.3,272.8,87.489,110.625,-23.136
0.2,adversarial,0.85,gcs_lazy,10,84.939,2.9375,300.08,87.489,110.625,-25.686
0.2,adversarial,0.85,gcs_robust,10,79.367,1.7,327.36,87.489,110.625,-31.258
0.2,adversarial,0.85,gcs_thresholded,10,72.507,1.225,300.08,87.489,110.625,-38.118
0.2,adversarial,0.85,replan_on_failure,10,110.625,6.925,64.0,87.489,110.625,0.0
0.2,calibrated,0.55,gcs_eager,10,86.164,3.0625,272.8,86.164,112.075,-25.911
0.2,calibrated,0.55,gcs_lazy,10,85.314,2.925,300.08,86.164,112.075,-26.761
0.2,calibrated,0.55,gcs_robust,10,79.167,1.675,327.36,86.164,112.075,-32.908
0.2,calibrated,0.55,gcs_thresholded,10,94.428,4.25,300.08,86.164,112.075,-17.647
0.2,calibrated,0.55,replan_on_failure,10,112.075,7.075,64.0,86.164,112.075,0.0
0.2,calibrated,0.7,gcs_eager,10,85.372,3.025,272.9,85.372,110.825,-25.453
0.2,calibrated,0.7,gcs_lazy,10,85.697,3.0,300.19,85.372,110.825,-25.128
0.2,calibrated,0.7,gcs_robust,10,79.116,1.6375,327.48,85.372,110.825,-31.709
0.2,calibrated,0.7,gcs_thresholded,10,102.977,5.725,300.19,85.372,110.825,-7.848
0.2,calibrated,0.7,replan_on_failure,10,110.825,6.8875,64.0,85.372,110.825,0.0
0.2,calibrated,0.85,gcs_eager,10,84.523,2.925,272.6,84.523,107.675,-23.152
0.2,calibrated,0.85,gcs_lazy,10,85.323,3.0375,299.86,84.523,107.675,-22.352
0.2,calibrated,0.85,gcs_robust,10,77.794,1.4875,327.12,84.523,107.675,-29.881
0.2,calibrated,0.85,gcs_thresholded,10,102.55,5.8625,299.86,84.523,107.675,-5.125
0.2,calibrated,0.85,replan_on_failure,10,107.675,6.6125,64.0,84.523,107.675,0.0
0.2,overconfident,0.55,gcs_eager,10,84.964,2.95,272.8,84.964,108.725,-23.761
0.2,overconfident,0.55,gcs_lazy,10,85.589,3.05,300.08,84.964,108.725,-23.136
0.2,overconfident,0.55,gcs_robust,10,77.892,1.5125,327.36,84.964,108.725,-30.833
0.2,overconfident,0.55,gcs_thresholded,10,83.339,2.7125,300.08,84.964,108.725,-25.386
0.2,overconfident,0.55,replan_on_failure,10,108.725,6.6875,64.0,84.964,108.725,0.0
0.2,overconfident,0.7,gcs_eager,10,86.172,3.1375,272.9,86.172,108.55,-22.378
0.2,overconfident,0.7,gcs_lazy,10,84.697,2.925,300.19,86.172,108.55,-23.853
0.2,overconfident,0.7,gcs_robust,10,77.616,1.475,327.48,86.172,108.55,-30.934
0.2,overconfident,0.7,gcs_thresholded,10,85.797,3.075,300.19,86.172,108.55,-22.753
0.2,overconfident,0.7,replan_on_failure,10,108.55,6.6875,64.0,86.172,108.55,0.0
0.2,overconfident,0.85,gcs_eager,10,84.881,2.9,272.7,84.881,110.7,-25.819
0.2,overconfident,0.85,gcs_lazy,10,86.531,3.1,299.97,84.881,110.7,-24.169
0.2,overconfident,0.85,gcs_robust,10,77.593,1.4375,327.24,84.881,110.7,-33.107
0.2,overconfident,0.85,gcs_thresholded,10,85.056,2.9125,299.97,84.881,110.7,-25.644
0.2,overconfident,0.85,replan_on_failure,10,110.7,6.85,64.0,84.881,110.7,0.0
0.2,underconfident,0.55,gcs_eager,10,82.406,2.6,272.7,82.406,108.8,-26.394
0.2,underconfident,0.55,gcs_lazy,10,84.381,2.9625,299.97,82.406,108.8,-24.419
0.2,underconfident,0.55,gcs_robust,10,79.418,1.775,327.24,82.406,108.8,-29.382
