probe_cost,failure_penalty,irreversible_rate,method,rows,mean_cost,mean_failures,mean_representation_size,mean_gcs_cost,mean_replan_cost,delta_vs_replan
1.0,4.0,0.75,behavior_tree_fallback,10,80.6375,0.1625,207.9,79.9,114.475,-33.8375
1.0,4.0,0.75,gcs_eager,10,79.9,0.0,272.9,79.9,114.475,-34.575
1.0,4.0,0.75,gcs_lazy,10,79.9,0.0,300.19,79.9,114.475,-34.575
1.0,4.0,0.75,oracle_assignment,10,64.0,0.0,64.0,79.9,114.475,-50.475
1.0,4.0,0.75,probe_all_local,10,79.9,0.0,272.9,79.9,114.475,-34.575
1.0,4.0,0.75,replan_on_failure,10,114.475,6.575,64.0,79.9,114.475,0.0
1.0,8.0,0.0,behavior_tree_fallback,10,79.9,0.0,207.9,79.9,135.875,-55.975
1.0,8.0,0.0,gcs_eager,10,79.9,0.0,272.9,79.9,135.875,-55.975
1.0,8.0,0.0,gcs_lazy,10,79.9,0.0,300.19,79.9,135.875,-55.975
1.0,8.0,0.0,oracle_assignment,10,64.0,0.0,64.0,79.9,135.875,-71.875
1.0,8.0,0.0,probe_all_local,10,79.9,0.0,272.9,79.9,135.875,-55.975
1.0,8.0,0.0,replan_on_failure,10,135.875,7.1875,64.0,79.9,135.875,0.0
1.0,8.0,0.25,behavior_tree_fallback,10,79.7,0.0,207.7,79.7,142.05,-62.35
1.0,8.0,0.25,gcs_eager,10,79.7,0.0,272.7,79.7,142.05,-62.35
1.0,8.0,0.25,gcs_lazy,10,79.7,0.0,299.97,79.7,142.05,-62.35
1.0,8.0,0.25,oracle_assignment,10,64.0,0.0,64.0,79.7,142.05,-78.05
1.0,8.0,0.25,probe_all_local,10,79.7,0.0,272.7,79.7,142.05,-62.35
1.0,8.0,0.25,replan_on_failure,10,142.05,6.975,64.0,79.7,142.05,0.0
1.0,8.0,0.5,behavior_tree_fallback,10,79.7,0.0,207.7,79.7,148.3,-68.6
1.0,8.0,0.5,gcs_eager,10,79.7,0.0,272.7,79.7,148.3,-68.6
1.0,8.0,0.5,gcs_lazy,10,79.7,0.0,299.97,79.7,148.3,-68.6
1.0,8.0,0.5,oracle_assignment,10,64.0,0.0,64.0,79.7,148.3,-84.3
1.0,8.0,0.5,probe_all_local,10,79.7,0.0,272.7,79.7,148.3,-68.6
1.0,8.0,0.5,replan_on_failure,10,148.3,6.9,64.0,79.7,148.3,0.0
1.0,8.0,0.75,behavior_tree_fallback,10,79.6,0.0,207.6,79.6,154.2,-74.6
1.0,8.0,0.75,gcs_eager,10,79.6,0.0,272.6,79.6,154.2,-74.6
1.0,8.0,0.75,gcs_lazy,10,79.6,0.0,299.86,79.6,154.2,-74.6
1.0,8.0,0.75,oracle_assignment,10,64.0,0.0,64.0,79.6,154.2,-90.2
1.0,8.0,0.75,probe_all_local,10,79.6,0.0,272.6,79.6,154.2,-74.6
1.0,8.0,0.75,replan_on_failure,10,154.2,7.0,64.0,79.6,154.2,0.0
2.0,0.5,0.0,behavior_tree_fallback,10,77.21875,5.2875,207.8,95.6,82.09375,-4.875
2.0,0.5,0.0,gcs_eager,10,95.6,0.0,272.8,95.6,82.09375,13.50625
2.0,0.5,0.0,gcs_lazy,10,77.21875,5.2875,300.08,95.6,82.09375,-4.875
2.0,0.5,0.0,oracle_assignment,10,64.0,0.0,64.0,95.6,82.09375,-18.09375
2.0,0.5,0.0,probe_all_local,10,95.6,0.0,272.8,95.6,82.09375,13.50625
2.0,0.5,0.0,replan_on_failure,10,82.09375,7.2375,64.0,95.6,82.09375,0.0
2.0,0.5,0.25,behavior_tree_fallback,10,89.76875,3.5875,207.9,95.8,81.51875,8.25
2.0,0.5,0.25,gcs_eager,10,95.8,0.0,272.9,95.8,81.51875,14.28125
2.0,0.5,0.25,gcs_lazy,10,77.609375,5.275,300.19,95.8,81.51875,-3.909375
2.0,0.5,0.25,oracle_assignment,10,64.0,0.0,64.0,95.8,81.51875,-17.51875
2.0,0.5,0.25,probe_all_local,10,95.8,0.0,272.9,95.8,81.51875,14.28125
2.0,0.5,0.25,replan_on_failure,10,81.51875,6.7875,64.0,95.8,81.51875,0.0
2.0,0.5,0.5,behavior_tree_fallback,10,93.20625,3.0625,207.9,95.8,83.4,9.80625
2.0,0.5,0.5,gcs_eager,10,95.8,0.0,272.9,95.8,83.4,12.4
2.0,0.5,0.5,gcs_lazy,10,79.184375,5.8,300.19,95.8,83.4,-4.215625
2.0,0.5,0.5,oracle_assignment,10,64.0,0.0,64.0,95.8,83.4,-19.4
2.0,0.5,0.5,probe_all_local,10,95.8,0.0,272.9,95.8,83.4,12.4
2.0,0.5,0.5,replan_on_failure,10,83.4,7.4125,64.0,95.8,83.4,0.0
2.0,0.5,0.75,behavior_tree_fallback,10,94.625,1.3,207.7,95.4,83.675,10.95
2.0,0.5,0.75,gcs_eager,10,95.4,0.0,272.7,95.4,83.675,11.725
2.0,0.5,0.75,gcs_lazy,10,79.040625,5.5875,299.97,95.4,83.675,-4.634375
2.0,0.5,0.75,oracle_assignment,10,64.0,0.0,64.0,95.4,83.675,-19.675
2.0,0.5,0.75,probe_all_local,10,95.4,0.0,272.7,95.4,83.675,11.725
2.0,0.5,0.75,replan_on_failure,10,83.675,7.3125,64.0,95.4,83.675,0.0
2.0,1.0,0.0,behavior_tree_fallback,10,79.9,5.3,207.8,95.6,85.225,-5.325
2.0,1.0,0.0,gcs_eager,10,95.6,0.0,272.8,95.6,85.225,10.375
2.0,1.0,0.0,gcs_lazy,10,79.9,5.3,300.08,95.6,85.225,-5.325
2.0,1.0,0.0,oracle_assignment,10,64.0,0.0,64.0,95.6,85.225,-21.225
2.0,1.0,0.0,probe_all_local,10,95.6,0.0,272.8,95.6,85.225,10.375
2.0,1.0,0.0,replan_on_failure,10,85.225,7.075,64.0,95.6,85.225,0.0
2.0,1.0,0.25,behavior_tree_fallback,10,91.9875,4.0375,207.7,95.4,85.8625,6.125
2.0,1.0,0.25,gcs_eager,10,95.4,0.0,272.7,95.4,85.8625,9.5375
2.0,1.0,0.25,gcs_lazy,10,81.23125,5.5,299.97,95.4,85.8625,-4.63125
2.0,1.0,0.25,oracle_assignment,10,64.0,0.0,64.0,95.4,85.8625,-21.8625
2.0,1.0,0.25,probe_all_local,10,95.4,0.0,272.7,95.4,85.8625,9.5375
2.0,1.0,0.25,replan_on_failure,10,85.8625,7.0125,64.0,95.4,85.8625,0.0
2.0,1.0,0.5,behavior_tree_fallback,10,94.7375,2.6625,207.9,95.8,86.48125,8.25625
2.0,1.0,0.5,gcs_eager,10,95.8,0.0,272.9,95.8,86.48125,9.31875
2.0,1.0,0.5,gcs_lazy,10,81.35,5.3375,300.19,95.8,86.48125,-5.13125
2.0,1.0,0.5,oracle_assignment,10,64.0,0.0,64.0,95.8,86.48125,-22.48125
2.0,1.0,0.5,probe_all_local,10,95.8,0.0,272.9,95.8,86.48125,9.31875
2.0,1.0,0.5,replan_on_failure,10,86.48125,6.9125,64.0,95.8,86.48125,0.0
2.0,1.0,0.75,behavior_tree_fallback,10,95.225,1.725,207.8,95.6,87.26875,7.95625
2.0,1.0,0.75,gcs_eager,10,95.6,0.0,272.8,95.6,87.26875,8.33125
2.0,1.0,0.75,gcs_lazy,10,82.08125,5.4125,300.08,95.6,87.26875,-5.1875
2.0,1.0,0.75,oracle_assignment,10,64.0,0.0,64.0,95.6,87.26875,-23.26875
2.0,1.0,0.75,probe_all_local,10,95.6,0.0,272.8,95.6,87.26875,8.33125
2.0,1.0,0.75,replan_on_failure,10,87.26875,6.9375,64.0,95.6,87.26875,0.0
2.0,2.0,0.0,behavior_tree_fallback,10,85.65,5.4125,207.7,95.4,92.9,-7.25
2.0,2.0,0.0,gcs_eager,10,95.4,0.0,272.7,95.4,92.9,2.5
2.0,2.0,0.0,gcs_lazy,10,85.65,5.4125,299.97,95.4,92.9,-7.25
2.0,2.0,0.0,oracle_assignment,10,64.0,0.0,64.0,95.4,92.9,-28.9
2.0,2.0,0.0,probe_all_local,10,95.4,0.0,272.7,95.4,92.9,2.5
2.0,2.0,0.0,replan_on_failure,10,92.9,7.225,64.0,95.4,92.9,0.0
2.0,2.0,0.25,behavior_tree_fallback,10,95.85,4.4375,207.5,95.0,92.875,2.975
2.0,2.0,0.25,gcs_eager,10,95.0,0.0,272.5,95.0,92.875,2.125
2.0,2.0,0.25,gcs_lazy,10,86.25,5.3375,299.75,95.0,92.875,-6.625
2.0,2.0,0.25,oracle_assignment,10,64.0,0.0,64.0,95.0,92.875,-28.875
2.0,2.0,0.25,probe_all_local,10,95.0,0.0,272.5,95.0,92.875,2.125
2.0,2.0,0.25,replan_on_failure,10,92.875,6.875,64.0,95.0,92.875,0.0
2.0,2.0,0.5,behavior_tree_fallback,10,97.6,2.5125,207.9,95.8,94.0,3.6
2.0,2.0,0.5,gcs_eager,10,95.8,0.0,272.9,95.8,94.0,1.8
2.0,2.0,0.5,gcs_lazy,10,86.9875,5.1,300.19,95.8,94.0,-7.0125
2.0,2.0,0.5,oracle_assignment,10,64.0,0.0,64.0,95.8,94.0,-30.0
2.0,2.0,0.5,probe_all_local,10,95.8,0.0,272.9,95.8,94.0,1.8
2.0,2.0,0.5,replan_on_failure,10,94.0,6.675,64.0,95.8,94.0,0.0
2.0,2.0,0.75,behavior_tree_fallback,10,96.575,1.3125,208.0,96.0,98.4625,-1.8875
2.0,2.0,0.75,gcs_eager,10,96.0,0.0,273.0,96.0,98.4625,-2.4625
2.0,2.0,0.75,gcs_lazy,10,89.875,5.4375,300.3,96.0,98.4625,-8.5875
2.0,2.0,0.75,oracle_assignment,10,64.0,0.0,64.0,96.0,98.4625,-34.4625
2.0,2.0,0.75,probe_all_local,10,96.0,0.0,273.0,96.0,98.4625,-2.4625
2.0,2.0,0.75,replan_on_failure,10,98.4625,7.2625,64.0,96.0,98.4625,0.0
2.0,4.0,0.0,behavior_tree_fallback,10,96.7,5.45,207.8,95.6,103.975,-7.275
2.0,4.0,0.0,gcs_eager,10,95.6,0.0,272.8,95.6,103.975,-8.375
2.0,4.0,0.0,gcs_lazy,10,93.875,3.0125,300.08,95.6,103.975,-10.1
2.0,4.0,0.0,oracle_assignment,10,64.0,0.0,64.0,95.6,103.975,-39.975
2.0,4.0,0.0,probe_all_local,10,95.6,0.0,272.8,95.6,103.975,-8.375
2.0,4.0,0.0,replan_on_failure,10,103.975,6.6625,64.0,95.6,103.975,0.0
2.0,4.0,0.25,behavior_tree_fallback,10,102.625,3.675,207.9,95.8,109.525,-6.9
2.0,4.0,0.25,gcs_eager,10,95.8,0.0,272.9,95.8,109.525,-13.725
2.0,4.0,0.25,gcs_lazy,10,97.675,1.9625,300.19,95.8,109.525,-11.85
2.0,4.0,0.25,oracle_assignment,10,64.0,0.0,64.0,95.8,109.525,-45.525
2.0,4.0,0.25,probe_all_local,10,95.8,0.0,272.9,95.8,109.525,-13.725
2.0,4.0,0.25,replan_on_failure,10,109.525,6.975,64.0,95.8,109.525,0.0
2.0,4.0,0.5,behavior_tree_fallback,10,101.775,2.525,207.7,95.4,111.625,-9.85
2.0,4.0,0.5,gcs_eager,10,95.4,0.0,272.7,95.4,111.625,-16.225
2.0,4.0,0.5,gcs_lazy,10,99.3,1.725,299.97,95.4,111.625,-12.325
2.0,4.0,0.5,oracle_assignment,10,64.0,0.0,64.0,95.4,111.625,-47.625
2.0,4.0,0.5,probe_all_local,10,95.4,0.0,272.7,95.4,111.625,-16.225
2.0,4.0,0.5,replan_on_failure,10,111.625,6.7125,64.0,95.4,111.625,0.0
2.0,4.0,0.75,behavior_tree_fallback,10,99.725,1.2125,207.9,95.8,114.2,-14.475
2.0,4.0,0.75,gcs_eager,10,95.8,0.0,272.9,95.8,114.2,-18.4
2.0,4.0,0.75,gcs_lazy,10,98.05,1.1875,300.19,95.8,114.2,-16.15
2.0,4.0,0.75,oracle_assignment,10,64.0,0.0,64.0,95.8,114.2,-50.2
2.0,4.0,0.75,probe_all_local,10,95.8,0.0,272.9,95.8,114.2,-18.4
2.0,4.0,0.75,replan_on_failure,10,114.2,6.675,64.0,95.8,114.2,0.0
2.0,8.0,0.0,behavior_tree_fallback,10,99.675,1.3875,207.6,95.2,131.625,-31.95
2.0,8.0,0.0,gcs_eager,10,95.2,0.0,272.6,95.2,131.625,-36.425
2.0,8.0,0.0,gcs_lazy,10,95.2,0.0,299.86,95.2,131.625,-36.425
2.0,8.0,0.0,oracle_assignment,10,64.0,0.0,64.0,95.2,131.625,-67.625
2.0,8.0,0.0,probe_all_local,10,95.2,0.0,272.6,95.2,131.625,-36.425
2.0,8.0,0.0,replan_on_failure,10,131.625,6.7625,64.0,95.2,131.625,0.0
2.0,8.0,0.25,behavior_tree_fallback,10,103.675,1.175,208.0,96.0,142.625,-38.95
2.0,8.0,0.25,gcs_eager,10,96.0,0.0,273.0,96.0,142.625,-46.625
2.0,8.0,0.25,gcs_lazy,10,96.0,0.0,300.3,96.0,142.625,-46.625
2.0,8.0,0.25,oracle_assignment,10,64.0,0.0,64.0,96.0,142.625,-78.625
2.0,8.0,0.25,probe_all_local,10,96.0,0.0,273.0,96.0,142.625,-46.625
2.0,8.0,0.25,replan_on_failure,10,142.625,7.0375,64.0,96.0,142.625,0.0
2.0,8.0,0.5,behavior_tree_fallback,10,100.2,0.7,207.7,95.4,149.3,-49.1
2.0,8.0,0.5,gcs_eager,10,95.4,0.0,272.7,95.4,149.3,-53.9
2.0,8.0,0.5,gcs_lazy,10,95.4,0.0,299.97,95.4,149.3,-53.9
2.0,8.0,0.5,oracle_assignment,10,64.0,0.0,64.0,95.4,149.3,-85.3
2.0,8.0,0.5,probe_all_local,10,95.4,0.0,272.7,95.4,149.3,-53.9
2.0,8.0,0.5,replan_on_failure,10,149.3,7.075,64.0,95.4,149.3,0.0
2.0,8.0,0.75,behavior_tree_fallback,10,99.25,0.475,207.8,95.6,156.3,-57.05
2.0,8.0,0.75,gcs_eager,10,95.6,0.0,272.8,95.6,156.3,-60.7
2.0,8.0,0.75,gcs_lazy,10,95.6,0.0,300.08,95.6,156.3,-60.7
2.0,8.0,0.75,oracle_assignment,10,64.0,0.0,64.0,95.6,156.3,-92.3
2.0,8.0,0.75,probe_all_local,10,95.6,0.0,272.8,95.6,156.3,-60.7
2.0,8.0,0.75,replan_on_failure,10,156.3,7.075,64.0,95.6,156.3,0.0
4.0,0.5,0.0,behavior_tree_fallback,10,78.21875,5.6875,207.8,127.2,80.8125,-2.59375
4.0,0.5,0.0,gcs_eager,10,127.2,0.0,272.8,127.2,80.8125,46.3875
4.0,0.5,0.0,gcs_lazy,10,78.21875,5.6875,300.08,127.2,80.8125,-2.59375
4.0,0.5,0.0,oracle_assignment,10,64.0,0.0,64.0,127.2,80.8125,-16.8125
4.0,0.5,0.0,probe_all_local,10,127.2,0.0,272.8,127.2,80.8125,46.3875
4.0,0.5,0.0,replan_on_failure,10,80.8125,6.725,64.0,127.2,80.8125,0.0
4.0,0.5,0.25,behavior_tree_fallback,10,104.95625,3.7625,207.7,126.8,81.0875,23.86875
4.0,0.5,0.25,gcs_eager,10,126.8,0.0,272.7,126.8,81.0875,45.7125
4.0,0.5,0.25,gcs_lazy,10,77.428125,5.225,299.97,126.8,81.0875,-3.659375
4.0,0.5,0.25,oracle_assignment,10,64.0,0.0,64.0,126.8,81.0875,-17.0875
4.0,0.5,0.25,probe_all_local,10,126.8,0.0,272.7,126.8,81.0875,45.7125
4.0,0.5,0.25,replan_on_failure,10,81.0875,6.6375,64.0,126.8,81.0875,0.0
4.0,0.5,0.5,behavior_tree_fallback,10,114.7875,3.275,207.9,127.6,81.125,33.6625
4.0,0.5,0.5,gcs_eager,10,127.6,0.0,272.9,127.6,81.125,46.475
4.0,0.5,0.5,gcs_lazy,10,78.959375,5.7375,300.19,127.6,81.125,-2.165625
4.0,0.5,0.5,oracle_assignment,10,64.0,0.0,64.0,127.6,81.125,-17.125
4.0,0.5,0.5,probe_all_local,10,127.6,0.0,272.9,127.6,81.125,46.475
4.0,0.5,0.5,replan_on_failure,10,81.125,6.55,64.0,127.6,81.125,0.0
4.0,0.5,0.75,behavior_tree_fallback,10,120.6375,1.675,207.8,127.2,83.2,37.4375
4.0,0.5,0.75,gcs_eager,10,127.2,0.0,272.8,127.2,83.2,44.0
4.0,0.5,0.75,gcs_lazy,10,78.0875,5.275,300.08,127.2,83.2,-5.1125
4.0,0.5,0.75,oracle_assignment,10,64.0,0.0,64.0,127.2,83.2,-19.2
4.0,0.5,0.75,probe_all_local,10,127.2,0.0,272.8,127.2,83.2,44.0
4.0,0.5,0.75,replan_on_failure,10,83.2,7.175,64.0,127.2,83.2,0.0
4.0,1.0,0.0,behavior_tree_fallback,10,80.425,5.475,207.8,127.2,85.075,-4.65
4.0,1.0,0.0,gcs_eager,10,127.2,0.0,272.8,127.2,85.075,42.125
4.0,1.0,0.0,gcs_lazy,10,80.425,5.475,300.08,127.2,85.075,-4.65
4.0,1.0,0.0,oracle_assignment,10,64.0,0.0,64.0,127.2,85.075,-21.075
4.0,1.0,0.0,probe_all_local,10,127.2,0.0,272.8,127.2,85.075,42.125
4.0,1.0,0.0,replan_on_failure,10,85.075,7.025,64.0,127.2,85.075,0.0
4.0,1.0,0.25,behavior_tree_fallback,10,104.65,4.2,207.5,126.0,85.7,18.95
4.0,1.0,0.25,gcs_eager,10,126.0,0.0,272.5,126.0,85.7,40.3
4.0,1.0,0.25,gcs_lazy,10,80.58125,5.3375,299.75,126.0,85.7,-5.11875
4.0,1.0,0.25,oracle_assignment,10,64.0,0.0,64.0,126.0,85.7,-21.7
4.0,1.0,0.25,probe_all_local,10,126.0,0.0,272.5,126.0,85.7,40.3
4.0,1.0,0.25,replan_on_failure,10,85.7,7.0,64.0,126.0,85.7,0.0
4.0,1.0,0.5,behavior_tree_fallback,10,115.9875,2.9125,207.9,127.6,85.23125,30.75625
4.0,1.0,0.5,gcs_eager,10,127.6,0.0,272.9,127.6,85.23125,42.36875
4.0,1.0,0.5,gcs_lazy,10,80.30625,5.075,300.19,127.6,85.23125,-4.925
4.0,1.0,0.5,oracle_assignment,10,64.0,0.0,64.0,127.6,85.23125,-21.23125
4.0,1.0,0.5,probe_all_local,10,127.6,0.0,272.9,127.6,85.23125,42.36875
4.0,1.0,0.5,replan_on_failure,10,85.23125,6.575,64.0,127.6,85.23125,0.0
4.0,1.0,0.75,behavior_tree_fallback,10,121.7375,1.6125,207.7,126.8,88.41875,33.31875
4.0,1.0,0.75,gcs_eager,10,126.8,0.0,272.7,126.8,88.41875,38.38125
4.0,1.0,0.75,gcs_lazy,10,81.39375,5.2,299.97,126.8,88.41875,-7.025
4.0,1.0,0.75,oracle_assignment,10,64.0,0.0,64.0,126.8,88.41875,-24.41875
4.0,1.0,0.75,probe_all_local,10,126.8,0.0,272.7,126.8,88.41875,38.38125
4.0,1.0,0.75,replan_on_failure,10,88.41875,7.2875,64.0,126.8,88.41875,0.0
4.0,2.0,0.0,behavior_tree_fallback,10,86.5,5.625,207.6,126.4,92.45,-5.95
4.0,2.0,0.0,gcs_eager,10,126.4,0.0,272.6,126.4,92.45,33.95
4.0,2.0,0.0,gcs_lazy,10,86.5,5.625,299.86,126.4,92.45,-5.95
4.0,2.0,0.0,oracle_assignment,10,64.0,0.0,64.0,126.4,92.45,-28.45
4.0,2.0,0.0,probe_all_local,10,126.4,0.0,272.6,126.4,92.45,33.95
4.0,2.0,0.0,replan_on_failure,10,92.45,7.1125,64.0,126.4,92.45,0.0
4.0,2.0,0.25,behavior_tree_fallback,10,112.55,4.175,207.9,127.6,93.5,19.05
4.0,2.0,0.25,gcs_eager,10,127.6,0.0,272.9,127.6,93.5,34.1
4.0,2.0,0.25,gcs_lazy,10,87.6375,5.5625,300.19,127.6,93.5,-5.8625
4.0,2.0,0.25,oracle_assignment,10,64.0,0.0,64.0,127.6,93.5,-29.5
4.0,2.0,0.25,probe_all_local,10,127.6,0.0,272.9,127.6,93.5,34.1
4.0,2.0,0.25,replan_on_failure,10,93.5,6.9125,64.0,127.6,93.5,0.0
4.0,2.0,0.5,behavior_tree_fallback,10,120.5,2.6375,207.9,127.6,95.1125,25.3875
4.0,2.0,0.5,gcs_eager,10,127.6,0.0,272.9,127.6,95.1125,32.4875
4.0,2.0,0.5,gcs_lazy,10,88.925,5.5125,300.19,127.6,95.1125,-6.1875
4.0,2.0,0.5,oracle_assignment,10,64.0,0.0,64.0,127.6,95.1125,-31.1125
4.0,2.0,0.5,probe_all_local,10,127.6,0.0,272.9,127.6,95.1125,32.4875
4.0,2.0,0.5,replan_on_failure,10,95.1125,6.875,64.0,127.6,95.1125,0.0
4.0,2.0,0.75,behavior_tree_fallback,10,122.75,1.0625,207.4,125.6,96.875,25.875
4.0,2.0,0.75,gcs_eager,10,125.6,0.0,272.4,125.6,96.875,28.725
4.0,2.0,0.75,gcs_lazy,10,90.5625,5.525,299.64,125.6,96.875,-6.3125
4.0,2.0,0.75,oracle_assignment,10,64.0,0.0,64.0,125.6,96.875,-32.875
4.0,2.0,0.75,probe_all_local,10,125.6,0.0,272.4,125.6,96.875,28.725
4.0,2.0,0.75,replan_on_failure,10,96.875,6.8375,64.0,125.6,96.875,0.0
4.0,4.0,0.0,behavior_tree_fallback,10,98.575,5.7625,208.0,128.0,104.875,-6.3
4.0,4.0,0.0,gcs_eager,10,128.0,0.0,273.0,128.0,104.875,23.125
4.0,4.0,0.0,gcs_lazy,10,98.575,5.7625,300.3,128.0,104.875,-6.3
4.0,4.0,0.0,oracle_assignment,10,64.0,0.0,64.0,128.0,104.875,-40.875
4.0,4.0,0.0,probe_all_local,10,128.0,0.0,273.0,128.0,104.875,23.125
4.0,4.0,0.0,replan_on_failure,10,104.875,6.8125,64.0,128.0,104.875,0.0
4.0,4.0,0.25,behavior_tree_fallback,10,120.375,3.8375,207.7,126.8,109.7,10.675
4.0,4.0,0.25,gcs_eager,10,126.8,0.0,272.7,126.8,109.7,17.1
4.0,4.0,0.25,gcs_lazy,10,97.925,5.2,299.97,126.8,109.7,-11.775
4.0,4.0,0.25,oracle_assignment,10,64.0,0.0,64.0,126.8,109.7,-45.7
4.0,4.0,0.25,probe_all_local,10,126.8,0.0,272.7,126.8,109.7,17.1
4.0,4.0,0.25,replan_on_failure,10,109.7,7.0,64.0,126.8,109.7,0.0
4.0,4.0,0.5,behavior_tree_fallback,10,124.525,3.1125,207.7,126.8,113.475,11.05
4.0,4.0,0.5,gcs_eager,10,126.8,0.0,272.7,126.8,113.475,13.325
4.0,4.0,0.5,gcs_lazy,10,101.275,5.4375,299.97,126.8,113.475,-12.2
4.0,4.0,0.5,oracle_assignment,10,64.0,0.0,64.0,126.8,113.475,-49.475
4.0,4.0,0.5,probe_all_local,10,126.8,0.0,272.7,126.8,113.475,13.325
4.0,4.0,0.5,replan_on_failure,10,113.475,7.1375,64.0,126.8,113.475,0.0
4.0,4.0,0.75,behavior_tree_fallback,10,128.45,1.55,207.9,127.6,118.15,10.3
4.0,4.0,0.75,gcs_eager,10,127.6,0.0,272.9,127.6,118.15,9.45
4.0,4.0,0.75,gcs_lazy,10,106.1,5.65,300.19,127.6,118.15,-12.05
4.0,4.0,0.75,oracle_assignment,10,64.0,0.0,64.0,127.6,118.15,-54.15
4.0,4.0,0.75,probe_all_local,10,127.6,0.0,272.9,127.6,118.15,9.45
4.0,4.0,0.75,replan_on_failure,10,118.15,7.275,64.0,127.6,118.15,0.0
4.0,8.0,0.0,behavior_tree_fallback,10,119.125,5.5125,207.8,127.2,133.625,-14.5
4.0,8.0,0.0,gcs_eager,10,127.2,0.0,272.8,127.2,133.625,-6.425
4.0,8.0,0.0,gcs_lazy,10,119.325,4.0125,300.08,127.2,133.625,-14.3
4.0,8.0,0.0,oracle_assignment,10,64.0,0.0,64.0,127.2,133.625,-69.625
4.0,8.0,0.0,probe_all_local,10,127.2,0.0,272.8,127.2,133.625,-6.425
4.0,8.0,0.0,replan_on_failure,10,133.625,6.9625,64.0,127.2,133.625,0.0
4.0,8.0,0.25,behavior_tree_fallback,10,136.6,4.4,207.7,126.8,140.35,-3.75
4.0,8.0,0.25,gcs_eager,10,126.8,0.0,272.7,126.8,140.35,-13.55
4.0,8.0,0.25,gcs_lazy,10,131.375,3.7375,299.97,126.8,140.35,-8.975
4.0,8.0,0.25,oracle_assignment,10,64.0,0.0,64.0,126.8,140.35,-76.35
4.0,8.0,0.25,probe_all_local,10,126.8,0.0,272.7,126.8,140.35,-13.55
4.0,8.0,0.25,replan_on_failure,10,140.35,7.025,64.0,126.8,140.35,0.0
4.0,8.0,0.5,behavior_tree_fallback,10,137.425,3.3875,208.0,128.0,146.2,-8.775
4.0,8.0,0.5,gcs_eager,10,128.0,0.0,273.0,128.0,146.2,-18.2
4.0,8.0,0.5,gcs_lazy,10,131.125,2.9375,300.3,128.0,146.2,-15.075
4.0,8.0,0.5,oracle_assignment,10,64.0,0.0,64.0,128.0,146.2,-82.2
4.0,8.0,0.5,probe_all_local,10,128.0,0.0,273.0,128.0,146.2,-18.2
4.0,8.0,0.5,replan_on_failure,10,146.2,7.1,64.0,128.0,146.2,0.0
4.0,8.0,0.75,behavior_tree_fallback,10,131.1,1.4,207.6,126.4,151.375,-20.275
4.0,8.0,0.75,gcs_eager,10,126.4,0.0,272.6,126.4,151.375,-24.975
4.0,8.0,0.75,gcs_lazy,10,129.15,1.925,299.86,126.4,151.375,-22.225
4.0,8.0,0.75,oracle_assignment,10,64.0,0.0,64.0,126.4,151.375,-87.375
4.0,8.0,0.75,probe_all_local,10,126.4,0.0,272.6,126.4,151.375,-24.975
4.0,8.0,0.75,replan_on_failure,10,151.375,6.8125,64.0,126.4,151.375,0.0
6.0,0.5,0.0,behavior_tree_fallback,10,76.9375,5.175,207.8,158.8,82.125,-5.1875
6.0,0.5,0.0,gcs_eager,10,158.8,0.0,272.8,158.8,82.125,76.675
6.0,0.5,0.0,gcs_lazy,10,76.9375,5.175,300.08,158.8,82.125,-5.1875
6.0,0.5,0.0,oracle_assignment,10,64.0,0.0,64.0,158.8,82.125,-18.125
6.0,0.5,0.0,probe_all_local,10,158.8,0.0,272.8,158.8,82.125,76.675
6.0,0.5,0.0,replan_on_failure,10,82.125,7.25,64.0,158.8,82.125,0.0
6.0,0.5,0.25,behavior_tree_fallback,10,121.4125,3.825,207.9,159.4,80.8875,40.525
6.0,0.5,0.25,gcs_eager,10,159.4,0.0,272.9,159.4,80.8875,78.5125
6.0,0.5,0.25,gcs_lazy,10,78.134375,5.4875,300.19,159.4,80.8875,-2.753125
6.0,0.5,0.25,oracle_assignment,10,64.0,0.0,64.0,159.4,80.8875,-16.8875
6.0,0.5,0.25,probe_all_local,10,159.4,0.0,272.9,159.4,80.8875,78.5125
6.0,0.5,0.25,replan_on_failure,10,80.8875,6.5625,64.0,159.4,80.8875,0.0
6.0,0.5,0.5,behavior_tree_fallback,10,139.41875,2.5375,207.9,159.4,82.26875,57.15
6.0,0.5,0.5,gcs_eager,10,159.4,0.0,272.9,159.4,82.26875,77.13125
6.0,0.5,0.5,gcs_lazy,10,78.1125,5.3625,300.19,159.4,82.26875,-4.15625
6.0,0.5,0.5,oracle_assignment,10,64.0,0.0,64.0,159.4,82.26875,-18.26875
6.0,0.5,0.5,probe_all_local,10,159.4,0.0,272.9,159.4,82.26875,77.13125
6.0,0.5,0.5,replan_on_failure,10,82.26875,6.95,64.0,159.4,82.26875,0.0
6.0,0.5,0.75,behavior_tree_fallback,10,151.10625,1.0625,207.8,158.8,83.525,67.58125
6.0,0.5,0.75,gcs_eager,10,158.8,0.0,272.8,158.8,83.525,75.275
6.0,0.5,0.75,gcs_lazy,10,77.896875,5.15,300.08,158.8,83.525,-5.628125
6.0,0.5,0.75,oracle_assignment,10,64.0,0.0,64.0,158.8,83.525,-19.525
