horizon,num_guards,reuse_bias,seed,method,expected_cost,expected_failures,representation_size,relevant_guards
8,3,0.25,17,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.25,17,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.25,17,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.25,18,linear_default,17.3600,1.5600,8.0,3
8,3,0.25,18,replan_on_failure,20.4800,1.5600,8.0,3
8,3,0.25,18,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.25,18,guarded_skeleton,8.2400,0.0000,30.0,3
8,3,0.25,18,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.25,19,linear_default,16.8300,1.8100,8.0,3
8,3,0.25,19,replan_on_failure,20.4500,1.8100,8.0,3
8,3,0.25,19,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.25,19,guarded_skeleton,8.2400,0.0000,32.0,3
8,3,0.25,19,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.25,20,linear_default,16.6400,1.4400,8.0,3
8,3,0.25,20,replan_on_failure,19.5200,1.4400,8.0,3
8,3,0.25,20,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.25,20,guarded_skeleton,8.2400,0.0000,28.0,3
8,3,0.25,20,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.25,21,linear_default,19.8400,2.5400,8.0,3
8,3,0.25,21,replan_on_failure,24.9200,2.5400,8.0,3
8,3,0.25,21,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.25,21,guarded_skeleton,8.2400,0.0000,28.0,3
8,3,0.25,21,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.25,22,linear_default,15.6400,1.7300,8.0,3
8,3,0.25,22,replan_on_failure,19.1000,1.7300,8.0,3
8,3,0.25,22,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.25,22,guarded_skeleton,8.2400,0.0000,34.0,3
8,3,0.25,22,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.25,23,linear_default,17.6000,2.4000,8.0,3
8,3,0.25,23,replan_on_failure,22.4000,2.4000,8.0,3
8,3,0.25,23,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.25,23,guarded_skeleton,8.2400,0.0000,24.0,3
8,3,0.25,23,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.25,24,linear_default,16.8500,1.6900,8.0,3
8,3,0.25,24,replan_on_failure,20.2300,1.6900,8.0,3
8,3,0.25,24,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.25,24,guarded_skeleton,8.2400,0.0000,32.0,3
8,3,0.25,24,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.25,25,linear_default,16.5100,1.7550,8.0,3
8,3,0.25,25,replan_on_failure,20.0200,1.7550,8.0,3
8,3,0.25,25,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.25,25,guarded_skeleton,8.2400,0.0000,32.0,3
8,3,0.25,25,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.25,26,linear_default,18.0000,1.9100,8.0,3
8,3,0.25,26,replan_on_failure,21.8200,1.9100,8.0,3
8,3,0.25,26,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.25,26,guarded_skeleton,8.2400,0.0000,26.0,3
8,3,0.25,26,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.25,27,linear_default,16.2800,1.9900,8.0,3
8,3,0.25,27,replan_on_failure,20.2600,1.9900,8.0,3
8,3,0.25,27,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.25,27,guarded_skeleton,8.2400,0.0000,30.0,3
8,3,0.25,27,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.25,28,linear_default,16.7800,1.7450,8.0,3
8,3,0.25,28,replan_on_failure,20.2700,1.7450,8.0,3
8,3,0.25,28,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.25,28,guarded_skeleton,8.2400,0.0000,30.0,3
8,3,0.25,28,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.25,29,linear_default,14.7800,1.6950,8.0,3
8,3,0.25,29,replan_on_failure,18.1700,1.6950,8.0,3
8,3,0.25,29,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.25,29,guarded_skeleton,8.2400,0.0000,34.0,3
8,3,0.25,29,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,0,linear_default,18.1700,1.9800,8.0,3
8,3,0.55,0,replan_on_failure,22.1300,1.9800,8.0,3
8,3,0.55,0,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,0,guarded_skeleton,8.2400,0.0000,26.0,3
8,3,0.55,0,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,1,linear_default,18.8600,1.8100,8.0,3
8,3,0.55,1,replan_on_failure,22.4800,1.8100,8.0,3
8,3,0.55,1,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,1,guarded_skeleton,8.2400,0.0000,30.0,3
8,3,0.55,1,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,2,linear_default,15.2000,1.6650,8.0,3
8,3,0.55,2,replan_on_failure,18.5300,1.6650,8.0,3
8,3,0.55,2,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,2,guarded_skeleton,8.2400,0.0000,26.0,3
8,3,0.55,2,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,3,linear_default,16.1200,2.0300,8.0,3
8,3,0.55,3,replan_on_failure,20.1800,2.0300,8.0,3
8,3,0.55,3,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,3,guarded_skeleton,8.2400,0.0000,28.0,3
8,3,0.55,3,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,4,linear_default,16.5100,1.7200,8.0,3
8,3,0.55,4,replan_on_failure,19.9500,1.7200,8.0,3
8,3,0.55,4,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,4,guarded_skeleton,8.2400,0.0000,30.0,3
8,3,0.55,4,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,5,linear_default,17.6600,1.9650,8.0,3
8,3,0.55,5,replan_on_failure,21.5900,1.9650,8.0,3
8,3,0.55,5,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,5,guarded_skeleton,8.2400,0.0000,34.0,3
8,3,0.55,5,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,6,linear_default,17.8600,1.9450,8.0,3
8,3,0.55,6,replan_on_failure,21.7500,1.9450,8.0,3
8,3,0.55,6,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,6,guarded_skeleton,8.2400,0.0000,28.0,3
8,3,0.55,6,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,7,linear_default,14.4000,1.6000,8.0,3
8,3,0.55,7,replan_on_failure,17.6000,1.6000,8.0,3
8,3,0.55,7,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,7,guarded_skeleton,8.2400,0.0000,28.0,3
8,3,0.55,7,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,8,linear_default,19.8500,2.1800,8.0,3
8,3,0.55,8,replan_on_failure,24.2100,2.1800,8.0,3
8,3,0.55,8,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,8,guarded_skeleton,8.2400,0.0000,28.0,3
8,3,0.55,8,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,9,linear_default,15.2000,1.2000,8.0,2
8,3,0.55,9,replan_on_failure,17.6000,1.2000,8.0,2
8,3,0.55,9,probe_all_tree,8.2400,0.0000,79.0,2
8,3,0.55,9,guarded_skeleton,8.1600,0.0000,23.0,2
8,3,0.55,9,relevant_unshared_tree,8.1600,0.0000,39.0,2
8,3,0.55,10,linear_default,14.4400,1.6100,8.0,3
8,3,0.55,10,replan_on_failure,17.6600,1.6100,8.0,3
8,3,0.55,10,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,10,guarded_skeleton,8.2400,0.0000,30.0,3
8,3,0.55,10,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,11,linear_default,20.0300,2.2550,8.0,3
8,3,0.55,11,replan_on_failure,24.5400,2.2550,8.0,3
8,3,0.55,11,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,11,guarded_skeleton,8.2400,0.0000,24.0,3
8,3,0.55,11,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,12,linear_default,18.5900,2.2600,8.0,3
8,3,0.55,12,replan_on_failure,23.1100,2.2600,8.0,3
8,3,0.55,12,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,12,guarded_skeleton,8.2400,0.0000,28.0,3
8,3,0.55,12,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,13,linear_default,18.8000,2.2550,8.0,3
8,3,0.55,13,replan_on_failure,23.3100,2.2550,8.0,3
8,3,0.55,13,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,13,guarded_skeleton,8.2400,0.0000,28.0,3
8,3,0.55,13,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,14,linear_default,19.8100,2.2300,8.0,3
8,3,0.55,14,replan_on_failure,24.2700,2.2300,8.0,3
8,3,0.55,14,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,14,guarded_skeleton,8.2400,0.0000,26.0,3
8,3,0.55,14,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,15,linear_default,10.6800,0.6700,8.0,2
8,3,0.55,15,replan_on_failure,12.0200,0.6700,8.0,2
8,3,0.55,15,probe_all_tree,8.2400,0.0000,79.0,2
8,3,0.55,15,guarded_skeleton,8.1600,0.0000,23.0,2
8,3,0.55,15,relevant_unshared_tree,8.1600,0.0000,39.0,2
8,3,0.55,16,linear_default,16.1500,1.4950,8.0,3
8,3,0.55,16,replan_on_failure,19.1400,1.4950,8.0,3
8,3,0.55,16,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,16,guarded_skeleton,8.2400,0.0000,26.0,3
8,3,0.55,16,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,17,linear_default,13.3700,0.8950,8.0,2
8,3,0.55,17,replan_on_failure,15.1600,0.8950,8.0,2
8,3,0.55,17,probe_all_tree,8.2400,0.0000,79.0,2
8,3,0.55,17,guarded_skeleton,8.1600,0.0000,25.0,2
8,3,0.55,17,relevant_unshared_tree,8.1600,0.0000,39.0,2
8,3,0.55,18,linear_default,14.3200,1.5800,8.0,3
8,3,0.55,18,replan_on_failure,17.4800,1.5800,8.0,3
8,3,0.55,18,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,18,guarded_skeleton,8.2400,0.0000,30.0,3
8,3,0.55,18,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,19,linear_default,19.5200,2.0450,8.0,3
8,3,0.55,19,replan_on_failure,23.6100,2.0450,8.0,3
8,3,0.55,19,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,19,guarded_skeleton,8.2400,0.0000,28.0,3
8,3,0.55,19,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,20,linear_default,17.5200,2.3800,8.0,3
8,3,0.55,20,replan_on_failure,22.2800,2.3800,8.0,3
8,3,0.55,20,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,20,guarded_skeleton,8.2400,0.0000,28.0,3
8,3,0.55,20,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,21,linear_default,14.7800,1.6950,8.0,3
8,3,0.55,21,replan_on_failure,18.1700,1.6950,8.0,3
8,3,0.55,21,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,21,guarded_skeleton,8.2400,0.0000,28.0,3
8,3,0.55,21,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,22,linear_default,16.3200,1.6650,8.0,3
8,3,0.55,22,replan_on_failure,19.6500,1.6650,8.0,3
8,3,0.55,22,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,22,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.55,22,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,23,linear_default,13.3800,1.3450,8.0,2
8,3,0.55,23,replan_on_failure,16.0700,1.3450,8.0,2
8,3,0.55,23,probe_all_tree,8.2400,0.0000,79.0,2
8,3,0.55,23,guarded_skeleton,8.1600,0.0000,25.0,2
8,3,0.55,23,relevant_unshared_tree,8.1600,0.0000,39.0,2
8,3,0.55,24,linear_default,13.6600,1.4150,8.0,3
8,3,0.55,24,replan_on_failure,16.4900,1.4150,8.0,3
8,3,0.55,24,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,24,guarded_skeleton,8.2400,0.0000,30.0,3
8,3,0.55,24,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,25,linear_default,15.3800,1.8450,8.0,3
8,3,0.55,25,replan_on_failure,19.0700,1.8450,8.0,3
8,3,0.55,25,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,25,guarded_skeleton,8.2400,0.0000,26.0,3
8,3,0.55,25,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,26,linear_default,15.6000,1.9000,8.0,3
8,3,0.55,26,replan_on_failure,19.4000,1.9000,8.0,3
8,3,0.55,26,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,26,guarded_skeleton,8.2400,0.0000,30.0,3
8,3,0.55,26,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,27,linear_default,17.4100,1.6950,8.0,3
8,3,0.55,27,replan_on_failure,20.8000,1.6950,8.0,3
8,3,0.55,27,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,27,guarded_skeleton,8.2400,0.0000,26.0,3
8,3,0.55,27,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,28,linear_default,18.4700,1.7450,8.0,3
8,3,0.55,28,replan_on_failure,21.9600,1.7450,8.0,3
8,3,0.55,28,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,28,guarded_skeleton,8.2400,0.0000,26.0,3
8,3,0.55,28,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.55,29,linear_default,15.8400,1.6050,8.0,3
8,3,0.55,29,replan_on_failure,19.0500,1.6050,8.0,3
8,3,0.55,29,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.55,29,guarded_skeleton,8.2400,0.0000,24.0,3
8,3,0.55,29,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,0,linear_default,16.0600,1.8500,8.0,3
8,3,0.85,0,replan_on_failure,19.7600,1.8500,8.0,3
8,3,0.85,0,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.85,0,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.85,0,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,1,linear_default,11.2700,0.5450,8.0,2
8,3,0.85,1,replan_on_failure,12.3600,0.5450,8.0,2
8,3,0.85,1,probe_all_tree,8.2400,0.0000,79.0,2
8,3,0.85,1,guarded_skeleton,8.1600,0.0000,35.0,2
8,3,0.85,1,relevant_unshared_tree,8.1600,0.0000,39.0,2
8,3,0.85,2,linear_default,16.7300,1.4550,8.0,3
8,3,0.85,2,replan_on_failure,19.6400,1.4550,8.0,3
8,3,0.85,2,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.85,2,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.85,2,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,3,linear_default,11.1800,0.7950,8.0,2
8,3,0.85,3,replan_on_failure,12.7700,0.7950,8.0,2
8,3,0.85,3,probe_all_tree,8.2400,0.0000,79.0,2
8,3,0.85,3,guarded_skeleton,8.1600,0.0000,35.0,2
8,3,0.85,3,relevant_unshared_tree,8.1600,0.0000,39.0,2
8,3,0.85,4,linear_default,10.8600,0.7150,8.0,2
8,3,0.85,4,replan_on_failure,12.2900,0.7150,8.0,2
8,3,0.85,4,probe_all_tree,8.2400,0.0000,79.0,2
8,3,0.85,4,guarded_skeleton,8.1600,0.0000,35.0,2
8,3,0.85,4,relevant_unshared_tree,8.1600,0.0000,39.0,2
8,3,0.85,5,linear_default,16.9100,1.6600,8.0,3
8,3,0.85,5,replan_on_failure,20.2300,1.6600,8.0,3
8,3,0.85,5,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.85,5,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.85,5,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,6,linear_default,13.9600,1.4900,8.0,3
8,3,0.85,6,replan_on_failure,16.9400,1.4900,8.0,3
8,3,0.85,6,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.85,6,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.85,6,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,7,linear_default,17.3100,1.7400,8.0,3
8,3,0.85,7,replan_on_failure,20.7900,1.7400,8.0,3
8,3,0.85,7,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.85,7,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.85,7,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,8,linear_default,13.6000,1.4000,8.0,3
8,3,0.85,8,replan_on_failure,16.4000,1.4000,8.0,3
8,3,0.85,8,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.85,8,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.85,8,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,9,linear_default,17.6300,1.6050,8.0,3
8,3,0.85,9,replan_on_failure,20.8400,1.6050,8.0,3
8,3,0.85,9,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.85,9,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.85,9,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,10,linear_default,10.9000,0.7250,8.0,2
8,3,0.85,10,replan_on_failure,12.3500,0.7250,8.0,2
8,3,0.85,10,probe_all_tree,8.2400,0.0000,79.0,2
8,3,0.85,10,guarded_skeleton,8.1600,0.0000,35.0,2
8,3,0.85,10,relevant_unshared_tree,8.1600,0.0000,39.0,2
8,3,0.85,11,linear_default,13.2200,1.3050,8.0,3
8,3,0.85,11,replan_on_failure,15.8300,1.3050,8.0,3
8,3,0.85,11,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.85,11,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.85,11,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,12,linear_default,14.7200,1.6800,8.0,3
8,3,0.85,12,replan_on_failure,18.0800,1.6800,8.0,3
8,3,0.85,12,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.85,12,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.85,12,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,13,linear_default,11.0000,0.7500,8.0,2
8,3,0.85,13,replan_on_failure,12.5000,0.7500,8.0,2
8,3,0.85,13,probe_all_tree,8.2400,0.0000,79.0,2
8,3,0.85,13,guarded_skeleton,8.1600,0.0000,35.0,2
8,3,0.85,13,relevant_unshared_tree,8.1600,0.0000,39.0,2
8,3,0.85,14,linear_default,16.9400,1.4900,8.0,3
8,3,0.85,14,replan_on_failure,19.9200,1.4900,8.0,3
8,3,0.85,14,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.85,14,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.85,14,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,15,linear_default,15.5500,1.4550,8.0,3
8,3,0.85,15,replan_on_failure,18.4600,1.4550,8.0,3
8,3,0.85,15,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.85,15,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.85,15,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,16,linear_default,10.6000,0.6500,8.0,2
8,3,0.85,16,replan_on_failure,11.9000,0.6500,8.0,2
8,3,0.85,16,probe_all_tree,8.2400,0.0000,79.0,2
8,3,0.85,16,guarded_skeleton,8.1600,0.0000,35.0,2
8,3,0.85,16,relevant_unshared_tree,8.1600,0.0000,39.0,2
8,3,0.85,17,linear_default,12.1700,0.6950,8.0,2
8,3,0.85,17,replan_on_failure,13.5600,0.6950,8.0,2
8,3,0.85,17,probe_all_tree,8.2400,0.0000,79.0,2
8,3,0.85,17,guarded_skeleton,8.1600,0.0000,35.0,2
8,3,0.85,17,relevant_unshared_tree,8.1600,0.0000,39.0,2
8,3,0.85,18,linear_default,15.4200,1.4450,8.0,3
8,3,0.85,18,replan_on_failure,18.3100,1.4450,8.0,3
8,3,0.85,18,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.85,18,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.85,18,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,19,linear_default,14.8300,1.3600,8.0,3
8,3,0.85,19,replan_on_failure,17.5500,1.3600,8.0,3
8,3,0.85,19,probe_all_tree,8.2400,0.0000,79.0,3
8,3,0.85,19,guarded_skeleton,8.2400,0.0000,36.0,3
8,3,0.85,19,relevant_unshared_tree,8.2400,0.0000,79.0,3
8,3,0.85,20,linear_default,11.9600,0.6600,8.0,2
8,3,0.85,20,replan_on_failure,13.2800,0.6600,8.0,2
8,3,0.85,20,probe_all_tree,8.2400,0.0000,79.0,2
8,3,0.85,20,guarded_skeleton,8.1600,0.0000,35.0,2
8,3,0.85,20,relevant_unshared_tree,8.1600,0.0000,39.0,2
8,3,0.85,21,linear_default,12.6600,1.1650,8.0,3
